code,display
X65.8,"Intentional self-poisoning by and exposure to alcohol, Other Specified Area"
X65.9,"Intentional self-poisoning by and exposure to alcohol, Unspecified Place"
X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours
X66.0,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Home"
X66.1,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Residential Institution"
X66.2,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, School, Other Institution and Public Admimistration Area"
X66.3,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Sports and Athletic Areas"
X66.4,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Street and Highway"
X66.5,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Trade and Service Area"
X66.6,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Industrial and Construction Area"
X66.7,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Farm"
X66.8,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Other Specified Area"
X66.9,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Unspecified Place"
X67,Intentional self-poisoning by and exposure to other gases and vapours
X67.0,"Intentional self-poisoning by and exposure to other gases and vapours, Home"
X67.1,"Intentional self-poisoning by and exposure to other gases and vapours, Residential Institution"
X67.2,"Intentional self-poisoning by and exposure to other gases and vapours, School, Other Institution and Public Admimistration Area"
X67.3,"Intentional self-poisoning by and exposure to other gases and vapours, Sports and Athletic Areas"
X67.4,"Intentional self-poisoning by and exposure to other gases and vapours, Street and Highway"
X67.5,"Intentional self-poisoning by and exposure to other gases and vapours, Trade and Service Area"
X67.6,"Intentional self-poisoning by and exposure to other gases and vapours, Industrial and Construction Area"
X67.7,"Intentional self-poisoning by and exposure to other gases and vapours, Farm"
X67.8,"Intentional self-poisoning by and exposure to other gases and vapours, Other Specified Area"
X67.9,"Intentional self-poisoning by and exposure to other gases and vapours, Unspecified Place"
X68,Intentional self-poisoning by and exposure to pesticides
X68.0,"Intentional self-poisoning by and exposure to pesticides, Home"
X68.1,"Intentional self-poisoning by and exposure to pesticides, Residential Institution"
X68.2,"Intentional self-poisoning by and exposure to pesticides, School, Other Institution and Public Admimistration Area"
X68.3,"Intentional self-poisoning by and exposure to pesticides, Sports and Athletic Areas"
X68.4,"Intentional self-poisoning by and exposure to pesticides, Street and Highway"
X68.5,"Intentional self-poisoning by and exposure to pesticides, Trade and Service Area"
X68.6,"Intentional self-poisoning by and exposure to pesticides, Industrial and Construction Area"
X68.7,"Intentional self-poisoning by and exposure to pesticides, Farm"
X68.8,"Intentional self-poisoning by and exposure to pesticides, Other Specified Area"
X68.9,"Intentional self-poisoning by and exposure to pesticides, Unspecified Place"
X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
X69.0,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Home"
X69.1,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Residential Institution"
X69.2,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, School, Other Institution and Public Admimistration Area"
X69.3,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Sports and Athletic Areas"
X69.4,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Street and Highway"
X69.5,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Trade and Service Area"
X69.6,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Industrial and Construction Area"
X69.7,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Farm"
X69.8,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Other Specified Area"
X69.9,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Unspecified Place"
X70,"Intentional self-harm by hanging, strangulation and suffocation"
X70.0,"Intentional self-harm by hanging, strangulation and suffocation, Home"
X70.1,"Intentional self-harm by hanging, strangulation and suffocation, Residential Institution"
X70.2,"Intentional self-harm by hanging, strangulation and suffocation, School, Other Institution and Public Admimistration Area"
X70.3,"Intentional self-harm by hanging, strangulation and suffocation, Sports and Athletic Areas"
X70.4,"Intentional self-harm by hanging, strangulation and suffocation, Street and Highway"
X70.5,"Intentional self-harm by hanging, strangulation and suffocation, Trade and Service Area"
X70.6,"Intentional self-harm by hanging, strangulation and suffocation, Industrial and Construction Area"
X70.7,"Intentional self-harm by hanging, strangulation and suffocation, Farm"
X70.8,"Intentional self-harm by hanging, strangulation and suffocation, Other Specified Area"
X70.9,"Intentional self-harm by hanging, strangulation and suffocation, Unspecified Place"
X71,Intentional self-harm by drowning and submersion
X71.0,"Intentional self-harm by drowning and submersion, Home"
X71.1,"Intentional self-harm by drowning and submersion, Residential Institution"
X71.2,"Intentional self-harm by drowning and submersion, School, Other Institution and Public Admimistration Area"
X71.3,"Intentional self-harm by drowning and submersion, Sports and Athletic Areas"
X71.4,"Intentional self-harm by drowning and submersion, Street and Highway"
X71.5,"Intentional self-harm by drowning and submersion, Trade and Service Area"
X71.6,"Intentional self-harm by drowning and submersion, Industrial and Construction Area"
X71.7,"Intentional self-harm by drowning and submersion, Farm"
X71.8,"Intentional self-harm by drowning and submersion, Other Specified Area"
X71.9,"Intentional self-harm by drowning and submersion, Unspecified Place"
X72,Intentional self-harm by handgun discharge
X72.0,"Intentional self-harm by handgun discharge, Home"
X72.1,"Intentional self-harm by handgun discharge, Residential Institution"
X72.2,"Intentional self-harm by handgun discharge, School, Other Institution and Public Admimistration Area"
X72.3,"Intentional self-harm by handgun discharge, Sports and Athletic Areas"
X72.4,"Intentional self-harm by handgun discharge, Street and Highway"
X72.5,"Intentional self-harm by handgun discharge, Trade and Service Area"
X72.6,"Intentional self-harm by handgun discharge, Industrial and Construction Area"
X72.7,"Intentional self-harm by handgun discharge, Farm"
X72.8,"Intentional self-harm by handgun discharge, Other Specified Area"
X72.9,"Intentional self-harm by handgun discharge, Unspecified Place"
X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
X73.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Home"
X73.1,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Residential Institution"
X73.2,"Intentional self-harm by rifle, shotgun and larger firearm discharge, School, Other Institution and Public Admimistration Area"
X73.3,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Sports and Athletic Areas"
X73.4,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Street and Highway"
X73.5,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Trade and Service Area"
X73.6,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Industrial and Construction Area"
X73.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Farm"
X73.8,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Other Specified Area"
X73.9,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Unspecified Place"
X74,Intentional self-harm by other and unspecified firearm discharge
X74.0,"Intentional self-harm by other and unspecified firearm discharge, Home"
X74.1,"Intentional self-harm by other and unspecified firearm discharge, Residential Institution"
X74.2,"Intentional self-harm by other and unspecified firearm discharge, School, Other Institution and Public Admimistration Area"
X74.3,"Intentional self-harm by other and unspecified firearm discharge, Sports and Athletic Areas"
X74.4,"Intentional self-harm by other and unspecified firearm discharge, Street and Highway"
X74.5,"Intentional self-harm by other and unspecified firearm discharge, Trade and Service Area"
X74.6,"Intentional self-harm by other and unspecified firearm discharge, Industrial and Construction Area"
X74.7,"Intentional self-harm by other and unspecified firearm discharge, Farm"
X74.8,"Intentional self-harm by other and unspecified firearm discharge, Other Specified Area"
X74.9,"Intentional self-harm by other and unspecified firearm discharge, Unspecified Place"
X75,Intentional self-harm by explosive material
X75.0,"Intentional self-harm by explosive material, Home"
X75.1,"Intentional self-harm by explosive material, Residential Institution"
X75.2,"Intentional self-harm by explosive material, School, Other Institution and Public Admimistration Area"
X75.3,"Intentional self-harm by explosive material, Sports and Athletic Areas"
X75.4,"Intentional self-harm by explosive material, Street and Highway"
X75.5,"Intentional self-harm by explosive material, Trade and Service Area"
X75.6,"Intentional self-harm by explosive material, Industrial and Construction Area"
X75.7,"Intentional self-harm by explosive material, Farm"
X75.8,"Intentional self-harm by explosive material, Other Specified Area"
X75.9,"Intentional self-harm by explosive material, Unspecified Place"
X76,"Intentional self-harm by smoke, fire and flames"
X76.0,"Intentional self-harm by smoke, fire and flames, Home"
X76.1,"Intentional self-harm by smoke, fire and flames, Residential Institution"
X76.2,"Intentional self-harm by smoke, fire and flames, School, Other Institution and Public Admimistration Area"
X76.3,"Intentional self-harm by smoke, fire and flames, Sports and Athletic Areas"
X76.4,"Intentional self-harm by smoke, fire and flames, Street and Highway"
X76.5,"Intentional self-harm by smoke, fire and flames, Trade and Service Area"
X76.6,"Intentional self-harm by smoke, fire and flames, Industrial and Construction Area"
X76.7,"Intentional self-harm by smoke, fire and flames, Farm"
X76.8,"Intentional self-harm by smoke, fire and flames, Other Specified Area"
X76.9,"Intentional self-harm by smoke, fire and flames, Unspecified Place"
X77,"Intentional self-harm by steam, hot vapours and hot objects"
X77.0,"Intentional self-harm by steam, hot vapours and hot objects, Home"
X77.1,"Intentional self-harm by steam, hot vapours and hot objects, Residential Institution"
X77.2,"Intentional self-harm by steam, hot vapours and hot objects, School, Other Institution and Public Admimistration Area"
X77.3,"Intentional self-harm by steam, hot vapours and hot objects, Sports and Athletic Areas"
X77.4,"Intentional self-harm by steam, hot vapours and hot objects, Street and Highway"
X77.5,"Intentional self-harm by steam, hot vapours and hot objects, Trade and Service Area"
X77.6,"Intentional self-harm by steam, hot vapours and hot objects, Industrial and Construction Area"
X77.7,"Intentional self-harm by steam, hot vapours and hot objects, Farm"
X77.8,"Intentional self-harm by steam, hot vapours and hot objects, Other Specified Area"
X77.9,"Intentional self-harm by steam, hot vapours and hot objects, Unspecified Place"
X78,Intentional self-harm by sharp object
X78.0,"Intentional self-harm by sharp object, Home"
X78.1,"Intentional self-harm by sharp object, Residential Institution"
X78.2,"Intentional self-harm by sharp object, School, Other Institution and Public Admimistration Area"
X78.3,"Intentional self-harm by sharp object, Sports and Athletic Areas"
X78.4,"Intentional self-harm by sharp object, Street and Highway"
X78.5,"Intentional self-harm by sharp object, Trade and Service Area"
X78.6,"Intentional self-harm by sharp object, Industrial and Construction Area"
X78.7,"Intentional self-harm by sharp object, Farm"
X78.8,"Intentional self-harm by sharp object, Other Specified Area"
X78.9,"Intentional self-harm by sharp object, Unspecified Place"
X79,Intentional self-harm by blunt object
X79.0,"Intentional self-harm by blunt object, Home"
X79.1,"Intentional self-harm by blunt object, Residential Institution"
X79.2,"Intentional self-harm by blunt object, School, Other Institution and Public Admimistration Area"
X79.3,"Intentional self-harm by blunt object, Sports and Athletic Areas"
X79.4,"Intentional self-harm by blunt object, Street and Highway"
X79.5,"Intentional self-harm by blunt object, Trade and Service Area"
X79.6,"Intentional self-harm by blunt object, Industrial and Construction Area"
X79.7,"Intentional self-harm by blunt object, Farm"
X79.8,"Intentional self-harm by blunt object, Other Specified Area"
X79.9,"Intentional self-harm by blunt object, Unspecified Place"
X80,Intentional self-harm by jumping from a high place
X80.0,"Intentional self-harm by jumping from a high place, Home"
X80.1,"Intentional self-harm by jumping from a high place, Residential Institution"
X80.2,"Intentional self-harm by jumping from a high place, School, Other Institution and Public Admimistration Area"
X80.3,"Intentional self-harm by jumping from a high place, Sports and Athletic Areas"
X80.4,"Intentional self-harm by jumping from a high place, Street and Highway"
X80.5,"Intentional self-harm by jumping from a high place, Trade and Service Area"
X80.6,"Intentional self-harm by jumping from a high place, Industrial and Construction Area"
X80.7,"Intentional self-harm by jumping from a high place, Farm"
X80.8,"Intentional self-harm by jumping from a high place, Other Specified Area"
X80.9,"Intentional self-harm by jumping from a high place, Unspecified Place"
X81,Intentional self-harm by jumping or lying before moving object
X81.0,"Intentional self-harm by jumping or lying before moving object, Home"
X81.1,"Intentional self-harm by jumping or lying before moving object, Residential Institution"
X81.2,"Intentional self-harm by jumping or lying before moving object, School, Other Institution and Public Admimistration Area"
X81.3,"Intentional self-harm by jumping or lying before moving object, Sports and Athletic Areas"
X81.4,"Intentional self-harm by jumping or lying before moving object, Street and Highway"
X81.5,"Intentional self-harm by jumping or lying before moving object, Trade and Service Area"
X81.6,"Intentional self-harm by jumping or lying before moving object, Industrial and Construction Area"
X81.7,"Intentional self-harm by jumping or lying before moving object, Farm"
X81.8,"Intentional self-harm by jumping or lying before moving object, Other Specified Area"
X81.9,"Intentional self-harm by jumping or lying before moving object, Unspecified Place"
X82,Intentional self-harm by crashing of motor vehicle
X82.0,"Intentional self-harm by crashing of motor vehicle, Home"
X82.1,"Intentional self-harm by crashing of motor vehicle, Residential Institution"
X82.2,"Intentional self-harm by crashing of motor vehicle, School, Other Institution and Public Admimistration Area"
X82.3,"Intentional self-harm by crashing of motor vehicle, Sports and Athletic Areas"
X82.4,"Intentional self-harm by crashing of motor vehicle, Street and Highway"
X82.5,"Intentional self-harm by crashing of motor vehicle, Trade and Service Area"
X82.6,"Intentional self-harm by crashing of motor vehicle, Industrial and Construction Area"
X82.7,"Intentional self-harm by crashing of motor vehicle, Farm"
X82.8,"Intentional self-harm by crashing of motor vehicle, Other Specified Area"
X82.9,"Intentional self-harm by crashing of motor vehicle, Unspecified Place"
X83,Intentional self-harm by other specified means
X83.0,"Intentional self-harm by other specified means, Home"
X83.1,"Intentional self-harm by other specified means, Residential Institution"
X83.2,"Intentional self-harm by other specified means, School, Other Institution and Public Admimistration Area"
X83.3,"Intentional self-harm by other specified means, Sports and Athletic Areas"
X83.4,"Intentional self-harm by other specified means, Street and Highway"
X83.5,"Intentional self-harm by other specified means, Trade and Service Area"
X83.6,"Intentional self-harm by other specified means, Industrial and Construction Area"
X83.7,"Intentional self-harm by other specified means, Farm"
X83.8,"Intentional self-harm by other specified means, Other Specified Area"
X83.9,"Intentional self-harm by other specified means, Unspecified Place"
X84,Intentional self-harm by unspecified means
X84.0,"Intentional self-harm by unspecified means, Home"
X84.1,"Intentional self-harm by unspecified means, Residential Institution"
X84.2,"Intentional self-harm by unspecified means, School, Other Institution and Public Admimistration Area"
X84.3,"Intentional self-harm by unspecified means, Sports and Athletic Areas"
X84.4,"Intentional self-harm by unspecified means, Street and Highway"
X84.5,"Intentional self-harm by unspecified means, Trade and Service Area"
X84.6,"Intentional self-harm by unspecified means, Industrial and Construction Area"
X84.7,"Intentional self-harm by unspecified means, Farm"
X84.8,"Intentional self-harm by unspecified means, Other Specified Area"
X84.9,"Intentional self-harm by unspecified means, Unspecified Place"
X85,"Assault by drugs, medicaments and biological substances"
X85.0,"Assault by drugs, medicaments and biological substances, Home"
X85.1,"Assault by drugs, medicaments and biological substances, Residential Institution"
X85.2,"Assault by drugs, medicaments and biological substances, School, Other Institution and Public Admimistration Area"
X85.3,"Assault by drugs, medicaments and biological substances, Sports and Athletic Areas"
X85.4,"Assault by drugs, medicaments and biological substances, Street and Highway"
X85.5,"Assault by drugs, medicaments and biological substances, Trade and Service Area"
X85.6,"Assault by drugs, medicaments and biological substances, Industrial and Construction Area"
X85.7,"Assault by drugs, medicaments and biological substances, Farm"
X85.8,"Assault by drugs, medicaments and biological substances, Other Specified Area"
X85.9,"Assault by drugs, medicaments and biological substances, Unspecified Place"
X86,Assault by corrosive substance
X86.0,"Assault by corrosive substance, Home"
X86.1,"Assault by corrosive substance, Residential Institution"
X86.2,"Assault by corrosive substance, School, Other Institution and Public Admimistration Area"
X86.3,"Assault by corrosive substance, Sports and Athletic Areas"
X86.4,"Assault by corrosive substance, Street and Highway"
X86.5,"Assault by corrosive substance, Trade and Service Area"
X86.6,"Assault by corrosive substance, Industrial and Construction Area"
X86.7,"Assault by corrosive substance, Farm"
X86.8,"Assault by corrosive substance, Other Specified Area"
X86.9,"Assault by corrosive substance, Unspecified Place"
X87,Assault by pesticides
X87.0,"Assault by pesticides, Home"
X87.1,"Assault by pesticides, Residential Institution"
X87.2,"Assault by pesticides, School, Other Institution and Public Admimistration Area"
X87.3,"Assault by pesticides, Sports and Athletic Areas"
X87.4,"Assault by pesticides, Street and Highway"
X87.5,"Assault by pesticides, Trade and Service Area"
X87.6,"Assault by pesticides, Industrial and Construction Area"
X87.7,"Assault by pesticides, Farm"
X87.8,"Assault by pesticides, Other Specified Area"
X87.9,"Assault by pesticides, Unspecified Place"
X88,Assault by gases and vapours
X88.0,"Assault by gases and vapours, Home"
X88.1,"Assault by gases and vapours, Residential Institution"
X88.2,"Assault by gases and vapours, School, Other Institution and Public Admimistration Area"
X88.3,"Assault by gases and vapours, Sports and Athletic Areas"
X88.4,"Assault by gases and vapours, Street and Highway"
X88.5,"Assault by gases and vapours, Trade and Service Area"
X88.6,"Assault by gases and vapours, Industrial and Construction Area"
X88.7,"Assault by gases and vapours, Farm"
X88.8,"Assault by gases and vapours, Other Specified Area"
X88.9,"Assault by gases and vapours, Unspecified Place"
X89,Assault by other specified chemicals and noxious substances
X89.0,"Assault by other specified chemicals and noxious substances, Home"
X89.1,"Assault by other specified chemicals and noxious substances, Residential Institution"
X89.2,"Assault by other specified chemicals and noxious substances, School, Other Institution and Public Admimistration Area"
X89.3,"Assault by other specified chemicals and noxious substances, Sports and Athletic Areas"
X89.4,"Assault by other specified chemicals and noxious substances, Street and Highway"
X89.5,"Assault by other specified chemicals and noxious substances, Trade and Service Area"
X89.6,"Assault by other specified chemicals and noxious substances, Industrial and Construction Area"
X89.7,"Assault by other specified chemicals and noxious substances, Farm"
X89.8,"Assault by other specified chemicals and noxious substances, Other Specified Area"
X89.9,"Assault by other specified chemicals and noxious substances, Unspecified Place"
X90,Assault by unspecified chemical or noxious substance
X90.0,"Assault by unspecified chemical or noxious substance, Home"
X90.1,"Assault by unspecified chemical or noxious substance, Residential Institution"
X90.2,"Assault by unspecified chemical or noxious substance, School, Other Institution and Public Admimistration Area"
X90.3,"Assault by unspecified chemical or noxious substance, Sports and Athletic Areas"
X90.4,"Assault by unspecified chemical or noxious substance, Street and Highway"
X90.5,"Assault by unspecified chemical or noxious substance, Trade and Service Area"
X90.6,"Assault by unspecified chemical or noxious substance, Industrial and Construction Area"
X90.7,"Assault by unspecified chemical or noxious substance, Farm"
X90.8,"Assault by unspecified chemical or noxious substance, Other Specified Area"
X90.9,"Assault by unspecified chemical or noxious substance, Unspecified Place"
X91,"Assault by hanging, strangulation and suffocation"
X91.0,"Assault by hanging, strangulation and suffocation, Home"
X91.1,"Assault by hanging, strangulation and suffocation, Residential Institution"
X91.2,"Assault by hanging, strangulation and suffocation, School, Other Institution and Public Admimistration Area"
X91.3,"Assault by hanging, strangulation and suffocation, Sports and Athletic Areas"
X91.4,"Assault by hanging, strangulation and suffocation, Street and Highway"
X91.5,"Assault by hanging, strangulation and suffocation, Trade and Service Area"
X91.6,"Assault by hanging, strangulation and suffocation, Industrial and Construction Area"
X91.7,"Assault by hanging, strangulation and suffocation, Farm"
X91.8,"Assault by hanging, strangulation and suffocation, Other Specified Area"
X91.9,"Assault by hanging, strangulation and suffocation, Unspecified Place"
X92,Assault by drowning and submersion
X92.0,"Assault by drowning and submersion, Home"
X92.1,"Assault by drowning and submersion, Residential Institution"
X92.2,"Assault by drowning and submersion, School, Other Institution and Public Admimistration Area"
X92.3,"Assault by drowning and submersion, Sports and Athletic Areas"
X92.4,"Assault by drowning and submersion, Street and Highway"
X92.5,"Assault by drowning and submersion, Trade and Service Area"
X92.6,"Assault by drowning and submersion, Industrial and Construction Area"
X92.7,"Assault by drowning and submersion, Farm"
X92.8,"Assault by drowning and submersion, Other Specified Area"
X92.9,"Assault by drowning and submersion, Unspecified Place"
X93,Assault by handgun discharge
X93.0,"Assault by handgun discharge, Home"
X93.1,"Assault by handgun discharge, Residential Institution"
X93.2,"Assault by handgun discharge, School, Other Institution and Public Admimistration Area"
X93.3,"Assault by handgun discharge, Sports and Athletic Areas"
X93.4,"Assault by handgun discharge, Street and Highway"
X93.5,"Assault by handgun discharge, Trade and Service Area"
X93.6,"Assault by handgun discharge, Industrial and Construction Area"
X93.7,"Assault by handgun discharge, Farm"
X93.8,"Assault by handgun discharge, Other Specified Area"
X93.9,"Assault by handgun discharge, Unspecified Place"
X94,"Assault by rifle, shotgun and larger firearm discharge"
X94.0,"Assault by rifle, shotgun and larger firearm discharge, Home"
X94.1,"Assault by rifle, shotgun and larger firearm discharge, Residential Institution"
X94.2,"Assault by rifle, shotgun and larger firearm discharge, School, Other Institution and Public Admimistration Area"
X94.3,"Assault by rifle, shotgun and larger firearm discharge, Sports and Athletic Areas"
X94.4,"Assault by rifle, shotgun and larger firearm discharge, Street and Highway"
X94.5,"Assault by rifle, shotgun and larger firearm discharge, Trade and Service Area"
X94.6,"Assault by rifle, shotgun and larger firearm discharge, Industrial and Construction Area"
X94.7,"Assault by rifle, shotgun and larger firearm discharge, Farm"
X94.8,"Assault by rifle, shotgun and larger firearm discharge, Other Specified Area"
X94.9,"Assault by rifle, shotgun and larger firearm discharge, Unspecified Place"
X95,Assault by other and unspecified firearm discharge
X95.0,"Assault by other and unspecified firearm discharge, Home"
X95.1,"Assault by other and unspecified firearm discharge, Residential Institution"
X95.2,"Assault by other and unspecified firearm discharge, School, Other Institution and Public Admimistration Area"
X95.3,"Assault by other and unspecified firearm discharge, Sports and Athletic Areas"
X95.4,"Assault by other and unspecified firearm discharge, Street and Highway"
X95.5,"Assault by other and unspecified firearm discharge, Trade and Service Area"
X95.6,"Assault by other and unspecified firearm discharge, Industrial and Construction Area"
X95.7,"Assault by other and unspecified firearm discharge, Farm"
X95.8,"Assault by other and unspecified firearm discharge, Other Specified Area"
X95.9,"Assault by other and unspecified firearm discharge, Unspecified Place"
X96,Assault by explosive material
X96.0,"Assault by explosive material, Home"
X96.1,"Assault by explosive material, Residential Institution"
X96.2,"Assault by explosive material, School, Other Institution and Public Admimistration Area"
X96.3,"Assault by explosive material, Sports and Athletic Areas"
X96.4,"Assault by explosive material, Street and Highway"
X96.5,"Assault by explosive material, Trade and Service Area"
X96.6,"Assault by explosive material, Industrial and Construction Area"
X96.7,"Assault by explosive material, Farm"
X96.8,"Assault by explosive material, Other Specified Area"
X96.9,"Assault by explosive material, Unspecified Place"
X97,"Assault by smoke, fire and flames"
X97.0,"Assault by smoke, fire and flames, Home"
X97.1,"Assault by smoke, fire and flames, Residential Institution"
X97.2,"Assault by smoke, fire and flames, School, Other Institution and Public Admimistration Area"
X97.3,"Assault by smoke, fire and flames, Sports and Athletic Areas"
X97.4,"Assault by smoke, fire and flames, Street and Highway"
X97.5,"Assault by smoke, fire and flames, Trade and Service Area"
X97.6,"Assault by smoke, fire and flames, Industrial and Construction Area"
X97.7,"Assault by smoke, fire and flames, Farm"
X97.8,"Assault by smoke, fire and flames, Other Specified Area"
X97.9,"Assault by smoke, fire and flames, Unspecified Place"
X98,"Assault by steam, hot vapours and hot objects"
X98.0,"Assault by steam, hot vapours and hot objects, Home"
X98.1,"Assault by steam, hot vapours and hot objects, Residential Institution"
X98.2,"Assault by steam, hot vapours and hot objects, School, Other Institution and Public Admimistration Area"
X98.3,"Assault by steam, hot vapours and hot objects, Sports and Athletic Areas"
X98.4,"Assault by steam, hot vapours and hot objects, Street and Highway"
X98.5,"Assault by steam, hot vapours and hot objects, Trade and Service Area"
X98.6,"Assault by steam, hot vapours and hot objects, Industrial and Construction Area"
X98.7,"Assault by steam, hot vapours and hot objects, Farm"
X98.8,"Assault by steam, hot vapours and hot objects, Other Specified Area"
X98.9,"Assault by steam, hot vapours and hot objects, Unspecified Place"
X99,Assault by sharp object
X99.0,"Assault by sharp object, Home"
X99.1,"Assault by sharp object, Residential Institution"
X99.2,"Assault by sharp object, School, Other Institution and Public Admimistration Area"
X99.3,"Assault by sharp object, Sports and Athletic Areas"
X99.4,"Assault by sharp object, Street and Highway"
X99.5,"Assault by sharp object, Trade and Service Area"
X99.6,"Assault by sharp object, Industrial and Construction Area"
X99.7,"Assault by sharp object, Farm"
X99.8,"Assault by sharp object, Other Specified Area"
X99.9,"Assault by sharp object, Unspecified Place"
Y00,Assault by blunt object
Y00.0,"Assault by blunt object, Home"
Y00.1,"Assault by blunt object, Residential Institution"
Y00.2,"Assault by blunt object, School, Other Institution and Public Admimistration Area"
Y00.3,"Assault by blunt object, Sports and Athletic Areas"
Y00.4,"Assault by blunt object, Street and Highway"
Y00.5,"Assault by blunt object, Trade and Service Area"
Y00.6,"Assault by blunt object, Industrial and Construction Area"
Y00.7,"Assault by blunt object, Farm"
Y00.8,"Assault by blunt object, Other Specified Area"
Y00.9,"Assault by blunt object, Unspecified Place"
Y01,Assault by pushing from high place
Y01.0,"Assault by pushing from high place, Home"
Y01.1,"Assault by pushing from high place, Residential Institution"
Y01.2,"Assault by pushing from high place, School, Other Institution and Public Admimistration Area"
Y01.3,"Assault by pushing from high place, Sports and Athletic Areas"
Y01.4,"Assault by pushing from high place, Street and Highway"
Y01.5,"Assault by pushing from high place, Trade and Service Area"
Y01.6,"Assault by pushing from high place, Industrial and Construction Area"
Y01.7,"Assault by pushing from high place, Farm"
Y01.8,"Assault by pushing from high place, Other Specified Area"
Y01.9,"Assault by pushing from high place, Unspecified Place"
Y02,Assault by pushing or placing victim before moving object
Y02.0,"Assault by pushing or placing victim before moving object, Home"
Y02.1,"Assault by pushing or placing victim before moving object, Residential Institution"
Y02.2,"Assault by pushing or placing victim before moving object, School, Other Institution and Public Admimistration Area"
Y02.3,"Assault by pushing or placing victim before moving object, Sports and Athletic Areas"
Y02.4,"Assault by pushing or placing victim before moving object, Street and Highway"
Y02.5,"Assault by pushing or placing victim before moving object, Trade and Service Area"
Y02.6,"Assault by pushing or placing victim before moving object, Industrial and Construction Area"
Y02.7,"Assault by pushing or placing victim before moving object, Farm"
Y02.8,"Assault by pushing or placing victim before moving object, Other Specified Area"
Y02.9,"Assault by pushing or placing victim before moving object, Unspecified Place"
Y03,Assault by crashing of motor vehicle
Y03.0,"Assault by crashing of motor vehicle, Home"
Y03.1,"Assault by crashing of motor vehicle, Residential Institution"
Y03.2,"Assault by crashing of motor vehicle, School, Other Institution and Public Admimistration Area"
Y03.3,"Assault by crashing of motor vehicle, Sports and Athletic Areas"
Y03.4,"Assault by crashing of motor vehicle, Street and Highway"
Y03.5,"Assault by crashing of motor vehicle, Trade and Service Area"
Y03.6,"Assault by crashing of motor vehicle, Industrial and Construction Area"
Y03.7,"Assault by crashing of motor vehicle, Farm"
Y03.8,"Assault by crashing of motor vehicle, Other Specified Area"
Y03.9,"Assault by crashing of motor vehicle, Unspecified Place"
Y04,Assault by bodily force
Y04.0,"Assault by bodily force, Home"
Y04.1,"Assault by bodily force, Residential Institution"
Y04.2,"Assault by bodily force, School, Other Institution and Public Admimistration Area"
Y04.3,"Assault by bodily force, Sports and Athletic Areas"
Y04.4,"Assault by bodily force, Street and Highway"
Y04.5,"Assault by bodily force, Trade and Service Area"
Y04.6,"Assault by bodily force, Industrial and Construction Area"
Y04.7,"Assault by bodily force, Farm"
Y04.8,"Assault by bodily force, Other Specified Area"
Y04.9,"Assault by bodily force, Unspecified Place"
Y05,Sexual assault by bodily force
Y05.0,"Sexual assault by bodily force, Home"
Y05.1,"Sexual assault by bodily force, Residential Institution"
Y05.2,"Sexual assault by bodily force, School, Other Institution and Public Admimistration Area"
Y05.3,"Sexual assault by bodily force, Sports and Athletic Areas"
Y05.4,"Sexual assault by bodily force, Street and Highway"
Y05.5,"Sexual assault by bodily force, Trade and Service Area"
Y05.6,"Sexual assault by bodily force, Industrial and Construction Area"
Y05.7,"Sexual assault by bodily force, Farm"
